display_name_input,display_name_matched,source_id,issn,works_count,host_org
PROTOPLASMA,PROTOPLASMA,https://openalex.org/S201230245,0033-183X|1615-6102,10661,Springer Science+Business Media
PRX QUANTUM,PRX Quantum,https://openalex.org/S4210195673,2691-3399,540,American Physical Society
PSYCHIATRIA POLSKA,Psychiatria Polska,https://openalex.org/S68537258,0033-2674|2391-5854,1014,Polish Psychiatric Association
PSYCHIATRIC GENETICS,Psychiatric Genetics,https://openalex.org/S41645954,0955-8829|1473-5873,1585,Lippincott Williams & Wilkins
PSYCHIATRIC SERVICES,Psychiatric Services,https://openalex.org/S171176648,1075-2730|1557-9700,26305,American Psychiatric Association
PSYCHIATRIE DE L ENFANT,Psychiatrie De L Enfant,https://openalex.org/S10952671,,15,
PSYCHIATRY AND CLINICAL NEUROSCIENCES,Psychiatry and Clinical Neurosciences,https://openalex.org/S111042112,1323-1316|1440-1819,6942,Wiley
PSYCHIATRY AND CLINICAL PSYCHOPHARMACOLOGY,Psychiatry and Clinical Psychopharmacology,https://openalex.org/S4210198841,2475-0573|2475-0581,412,Taylor & Francis
PSYCHIATRY INVESTIGATION,Psychiatry Investigation,https://openalex.org/S121704485,1738-3684|1976-3026,1518,Korean Neuropsychiatric Association
PSYCHIATRY RESEARCH,Psychiatry Research,https://openalex.org/S84074229,0165-1781|1872-7123,13495,Elsevier BV
PSYCHO-ONCOLOGIE,Psycho-Oncologie,https://openalex.org/S154018073,1778-3798|1778-381X,777,Springer Science+Business Media
PSYCHO-ONCOLOGY,Psycho-Oncology,https://openalex.org/S13506822,1057-9249|1099-1611,6089,Wiley
PSYCHOGERIATRICS,Psychogeriatrics,https://openalex.org/S132103600,1346-3500|1479-8301,1584,Wiley
PSYCHOLOGICAL BULLETIN,Psychological Bulletin,https://openalex.org/S75627607,0033-2909|1939-1455,11243,American Psychological Association
PSYCHOLOGICAL MEDICINE,Psychological Medicine,https://openalex.org/S71144982,0033-2917|1469-8978,13347,Cambridge University Press
PSYCHOLOGICAL REVIEW,Psychological Review,https://openalex.org/S35223124,0033-295X|1939-1471,7148,American Psychological Association
PSYCHOLOGY HEALTH & MEDICINE,Psychology Health & Medicine,https://openalex.org/S111098860,1354-8506|1465-3966,2456,Taylor & Francis
PSYCHOLOGY OF SEXUAL ORIENTATION AND GENDER DIVERSITY,Psychology of Sexual Orientation and Gender Diversity,https://openalex.org/S2764555862,2329-0382|2329-0390,670,American Psychological Association
PSYCHOLOGY OF SPORT AND EXERCISE,Psychology of sport and exercise,https://openalex.org/S131954271,1878-5476|1469-0292,2369,Elsevier BV
PSYCHOMETRIKA,Psychometrika,https://openalex.org/S186480540,0033-3123|1860-0980,3763,Springer Science+Business Media
PSYCHONEUROENDOCRINOLOGY,Psychoneuroendocrinology,https://openalex.org/S81924583,0306-4530|1873-3360,8195,Elsevier BV
PSYCHOPATHOLOGY,Psychopathology,https://openalex.org/S35341196,0254-4962|1423-033X,2725,Karger Publishers
PSYCHOPHARMACOLOGY,Psychopharmacology,https://openalex.org/S80334769,0033-3158|1432-2072,17614,Springer Science+Business Media
PSYCHOPHYSIOLOGY,Psychophysiology,https://openalex.org/S167723465,0048-5772|1469-8986,8809,Wiley
PSYCHOTHERAPY AND PSYCHOSOMATICS,Psychotherapy and Psychosomatics,https://openalex.org/S184803288,0033-3190|1423-0348,4580,Karger Publishers
PTERIDINES,Pteridines,https://openalex.org/S98075812,0933-4807|2195-4720,747,De Gruyter Open
PUBLIC HEALTH,Public Health,https://openalex.org/S11097115,0033-3506|1476-5616,25383,Elsevier BV
PUBLIC HEALTH ETHICS,Public Health Ethics,https://openalex.org/S125919161,1754-9973|1754-9981,532,Oxford University Press
PUBLIC HEALTH GENOMICS,Public Health Genomics,https://openalex.org/S157450843,1662-4246|1662-8063,1059,Karger Publishers
PUBLIC HEALTH NURSING,Public Health Nursing,https://openalex.org/S51862065,0737-1209|1525-1446,2999,Wiley
PUBLIC HEALTH NUTRITION,Public Health Nutrition,https://openalex.org/S115427279,1368-9800|1475-2727,7514,Cambridge University Press
PUBLIC HEALTH REPORTS,Public Health Reports,https://openalex.org/S106099243,0033-3549|1468-2877,3890,SAGE Publishing
PUBLICATIONES MATHEMATICAE DEBRECEN,Publicationes Mathematicae Debrecen,https://openalex.org/S203572503,0033-3883|2064-2849,4062,University of Debrecen
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,Publications of the Astronomical Society of Australia,https://openalex.org/S126256729,1323-3580|1448-6083,3185,Cambridge University Press
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,Publications of the Astronomical Society of Japan,https://openalex.org/S12390406,0004-6264|2053-051X,5974,Oxford University Press
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,Publications of the Astronomical Society of the Pacific,https://openalex.org/S82835231,0004-6280|1538-3873,17975,Institute of Physics
PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,Publications of the Research Institute for Mathematical Sciences,https://openalex.org/S40062587,0034-5318|1663-4926,2078,Kyoto University
PUERTO RICO HEALTH SCIENCES JOURNAL,Puerto Rico health sciences journal,https://openalex.org/S2477703865,0738-0658,260,University of Puerto Rico
PULMONARY CIRCULATION,Pulmonary Circulation,https://openalex.org/S2764573606,2045-8932|2045-8940,1513,SAGE Publishing
PULMONARY PHARMACOLOGY & THERAPEUTICS,Pulmonary Pharmacology & Therapeutics,https://openalex.org/S102131606,1094-5539|1522-9629,2111,Elsevier BV
PULMONOLOGY,Pulmonology,https://openalex.org/S2898275119,2531-0429|2531-0437,632,Elsevier BV
PULP & PAPER-CANADA,Pulp & Paper-canada,https://openalex.org/S992716335,,21,
PURE AND APPLIED CHEMISTRY,Pure and Applied Chemistry,https://openalex.org/S142816121,0033-4545|1365-3075,10739,International Union of Pure and Applied Chemistry
PURE AND APPLIED GEOPHYSICS,Pure and Applied Geophysics,https://openalex.org/S78180602,0033-4533|1420-9136|0033-4553,9476,Birkhäuser
PURE AND APPLIED MATHEMATICS QUARTERLY,Pure and Applied Mathematics Quarterly,https://openalex.org/S17324590,1558-8599|1558-8602,723,
PURINERGIC SIGNALLING,Purinergic Signalling,https://openalex.org/S111106147,1573-9538|1573-9546,1043,Springer Science+Business Media
QUAESTIONES MATHEMATICAE,Quaestiones Mathematicae,https://openalex.org/S168054501,1607-3606|1727-933X,2379,Taylor & Francis
QUALITATIVE RESEARCH IN SPORT EXERCISE AND HEALTH,Qualitative Research in Sport Exercise and Health,https://openalex.org/S2764513707,2159-676X|2159-6778,565,Taylor & Francis
QUALITATIVE THEORY OF DYNAMICAL SYSTEMS,Qualitative Theory of Dynamical Systems,https://openalex.org/S47823441,1575-5460|1662-3592,906,Birkhäuser
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,Quality and Reliability Engineering International,https://openalex.org/S165633816,0748-8017|1099-1638,4635,Wiley
QUALITY ASSURANCE AND SAFETY OF CROPS & FOODS,Quality Assurance and Safety of Crops & Foods,https://openalex.org/S80669454,1757-8361|1757-837X,849,Codon Publications
QUALITY ENGINEERING,Quality Engineering,https://openalex.org/S13624874,0898-2112|1532-4222,4094,Taylor & Francis
QUALITY MANAGEMENT IN HEALTH CARE,Quality Management in Health Care,https://openalex.org/S2754346939,1063-8628|1550-5154,1949,Lippincott Williams & Wilkins
QUALITY OF LIFE RESEARCH,Quality of Life Research,https://openalex.org/S90347677,0962-9343|1573-2649,5925,Springer Science+Business Media
QUANTITATIVE FINANCE,Quantitative Finance,https://openalex.org/S182689569,1469-7688|1469-7696,2688,Taylor & Francis
QUANTITATIVE IMAGING IN MEDICINE AND SURGERY,Quantitative Imaging in Medicine and Surgery,https://openalex.org/S2764457454,2223-4306|2223-4292,1960,AME Publishing Company
QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL,Quantitative InfraRed Thermography Journal,https://openalex.org/S2764409548,1768-6733|2116-7176,378,Taylor & Francis
QUANTUM,Quantum,https://openalex.org/S4210226432,2521-327X,973,Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften
QUANTUM ELECTRONICS,Quantum Electronics,https://openalex.org/S179357936,1063-7818|1468-4799,6859,Institute of Physics
QUANTUM INFORMATION PROCESSING,Quantum Information Processing,https://openalex.org/S92819544,1570-0755|1573-1332,4007,Springer Science+Business Media
QUANTUM SCIENCE AND TECHNOLOGY,Quantum Science and Technology,https://openalex.org/S4210177720,2058-9565,710,IOP Publishing
QUANTUM TOPOLOGY,Quantum Topology,https://openalex.org/S71154276,1664-073X|1663-487X,174,
QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,Quarterly Journal of Engineering Geology and Hydrogeology,https://openalex.org/S157049565,1470-9236|2041-4803,1136,Geological Society of London
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Quarterly Journal of Experimental Psychology,https://openalex.org/S59062809,1747-0218|1747-0226,3319,SAGE Publishing
QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,Quarterly Journal of the Royal Meteorological Society,https://openalex.org/S70522100,0035-9009|1477-870X,17667,Wiley
QUARTERLY OF APPLIED MATHEMATICS,Quarterly of Applied Mathematics,https://openalex.org/S116446436,0033-569X|1552-4485,4027,Brown University
QUARTERLY REVIEWS OF BIOPHYSICS,Quarterly Reviews of Biophysics,https://openalex.org/S148645025,0033-5835|1469-8994,884,Cambridge University Press
QUATERNAIRE,Quaternaire,https://openalex.org/S192550489,1142-2904|1965-0795,1169,Association française pour l’étude du quaternaire
QUATERNARY GEOCHRONOLOGY,Quaternary Geochronology,https://openalex.org/S128829286,1871-1014|1878-0350,1305,Elsevier BV
QUATERNARY INTERNATIONAL,Quaternary International,https://openalex.org/S68052730,1040-6182|1873-4553,12915,Elsevier BV
QUATERNARY RESEARCH,Quaternary Research,https://openalex.org/S202995604,0033-5894|1096-0287,4602,Cambridge University Press
QUATERNARY SCIENCE REVIEWS,Quaternary Science Reviews,https://openalex.org/S81424476,0277-3791|1873-457X,8401,Elsevier BV
QUEST,Quest,https://openalex.org/S4210187016,0033-6297|1543-2750,1740,Taylor & Francis
QUEUEING SYSTEMS,Queueing Systems,https://openalex.org/S148503350,0257-0130|1572-9443,1915,Springer Science+Business Media
QUINTESSENCE INTERNATIONAL,Quintessence international,https://openalex.org/S4393912205,0033-6572,0,
RADIATION AND ENVIRONMENTAL BIOPHYSICS,Radiation and Environmental Biophysics,https://openalex.org/S152286864,0301-634X|1432-2099,2774,Springer Science+Business Media
RADIATION EFFECTS AND DEFECTS IN SOLIDS,Radiation effects and defects in solids,https://openalex.org/S201266914,1026-549X|1029-4953|1042-0150,4341,Taylor & Francis
RADIATION MEASUREMENTS,Radiation Measurements,https://openalex.org/S143190592,1350-4487|1879-0925,6543,Elsevier BV
RADIATION ONCOLOGY,Radiation Oncology,https://openalex.org/S42123126,1748-717X,3274,BioMed Central
RADIATION PHYSICS AND CHEMISTRY,Radiation Physics and Chemistry,https://openalex.org/S147871266,0969-806X|1879-0895,11557,Elsevier BV
RADIATION PROTECTION DOSIMETRY,Radiation Protection Dosimetry,https://openalex.org/S201595455,0144-8420|1742-3406,16321,Oxford University Press
RADIATION RESEARCH,Radiation Research,https://openalex.org/S152208300,0033-7587|1938-5404,12904,Radiation Research Society
RADIO SCIENCE,Radio Science,https://openalex.org/S116100596,0048-6604|1944-799X,8290,Wiley
RADIOCARBON,Radiocarbon,https://openalex.org/S35778795,0033-8222|1945-5755,5522,Cambridge University Press
RADIOCHIMICA ACTA,Radiochimica Acta,https://openalex.org/S112456310,0033-8230|2193-3405,6799,R. Oldenbourg Verlag
RADIOENGINEERING,Radioengineering,https://openalex.org/S6596365,1210-2512|1805-9600,1017,Spolecnost pro radioelektronicke inzenyrstvi
RADIOGRAPHICS,Radiographics,https://openalex.org/S26381749,0271-5333|1527-1323,5967,Radiological Society of North America
RADIOLOGIC CLINICS OF NORTH AMERICA,Radiologic Clinics of North America,https://openalex.org/S183459243,0033-8389|1557-8275,4962,Elsevier BV
RADIOLOGY,Radiology,https://openalex.org/S50280174,0033-8419|1527-1315,59848,Radiological Society of North America
RADIOLOGY AND ONCOLOGY,Radiology and Oncology,https://openalex.org/S13003647,1318-2099|1581-3207,1072,De Gruyter Open
RADIOPHYSICS AND QUANTUM ELECTRONICS,Radiophysics and Quantum Electronics,https://openalex.org/S143725931,0033-8443|1573-9120,8805,Springer Science+Business Media
RADIOPROTECTION,Radioprotection,https://openalex.org/S65543285,0033-8451|1769-700X,2703,EDP Sciences
RADIOTHERAPY AND ONCOLOGY,Radiotherapy and Oncology,https://openalex.org/S144507673,0167-8140|1879-0887,47258,Elsevier BV
RANGE MANAGEMENT AND AGROFORESTRY,Range Management and Agroforestry,https://openalex.org/S153580654,0971-2070|2249-5231,629,
RANGELAND ECOLOGY & MANAGEMENT,Rangeland Ecology & Management,https://openalex.org/S2797048,1550-7424|1551-5028,1832,Elsevier BV
RAPID COMMUNICATIONS IN MASS SPECTROMETRY,Rapid Communications in Mass Spectrometry,https://openalex.org/S89689683,0951-4198|1097-0231,13576,Wiley
RAPID PROTOTYPING JOURNAL,Rapid Prototyping Journal,https://openalex.org/S173500210,1355-2546|1758-7670,1908,Emerald Publishing Limited
RARE METAL MATERIALS AND ENGINEERING,Rare Metal Materials and Engineering,https://openalex.org/S171407495,1875-5372,1636,Elsevier BV
RARE METALS,Rare Metals,https://openalex.org/S172552266,1001-0521|1867-7185,3470,Springer Science+Business Media
REACTION CHEMISTRY & ENGINEERING,Reaction Chemistry & Engineering,https://openalex.org/S2764466794,2058-9883,1481,Royal Society of Chemistry
REACTION KINETICS MECHANISMS AND CATALYSIS,Reaction Kinetics Mechanisms and Catalysis,https://openalex.org/S167175129,1878-5190|1878-5204,2282,Springer Science+Business Media
REAL-TIME SYSTEMS,Real-Time Systems,https://openalex.org/S183885566,0922-6443|1573-1383,843,Springer Science+Business Media
RECENT PATENTS ON ANTI-CANCER DRUG DISCOVERY,Recent Patents on Anti-Cancer Drug Discovery,https://openalex.org/S144782447,1574-8928|2212-3970,692,Bentham Science Publishers
RECENT PATENTS ON NANOTECHNOLOGY,Recent Patents on Nanotechnology,https://openalex.org/S171866559,1872-2105|2212-4020,533,Bentham Science Publishers
RECHT & PSYCHIATRIE,Recht & Psychiatrie,https://openalex.org/S936434294,0724-2247,23,
RECHTSMEDIZIN,Rechtsmedizin,https://openalex.org/S30889938,0937-9819|1434-5196,1772,Springer Science+Business Media
RECORDS OF NATURAL PRODUCTS,Records of Natural Products,https://openalex.org/S33141064,1307-6167,662,ACG Publications
RECORDS OF THE AUSTRALIAN MUSEUM,Records of the Australian Museum,https://openalex.org/S37847780,0067-1975|2201-4349,1466,Australian Museum
REDOX BIOLOGY,Redox Biology,https://openalex.org/S2764928002,2213-2317,2682,Elsevier BV
REDOX REPORT,Redox Report,https://openalex.org/S183535129,1351-0002|1743-2928,1191,Taylor & Francis
REFRACTORIES AND INDUSTRIAL CERAMICS,Refractories and Industrial Ceramics,https://openalex.org/S109691728,1083-4877|1573-9139,3225,Springer Science+Business Media
REGENERATIVE BIOMATERIALS,Regenerative Biomaterials,https://openalex.org/S2735234564,2056-3418|2056-3426,498,University of Oxford
REGENERATIVE MEDICINE,Regenerative Medicine,https://openalex.org/S156036346,1746-0751|1746-076X,1724,Future Medicine
REGENERATIVE THERAPY,Regenerative Therapy,https://openalex.org/S2898509233,2352-3204,529,Elsevier BV
REGIONAL ENVIRONMENTAL CHANGE,Regional Environmental Change,https://openalex.org/S117431132,1436-3798|1436-378X,2127,Springer Science+Business Media
REGIONAL STUDIES IN MARINE SCIENCE,Regional Studies in Marine Science,https://openalex.org/S2764732502,2352-4855,2209,Elsevier BV
REGULATORY TOXICOLOGY AND PHARMACOLOGY,Regulatory Toxicology and Pharmacology,https://openalex.org/S87719511,0273-2300|1096-0295,5360,Elsevier BV
REHABILITATION,Rehabilitation,https://openalex.org/S4306525649,0048-7147,0,
REHABILITATION NURSING,Rehabilitation Nursing,https://openalex.org/S114507409,0278-4807|2048-7940,3351,Lippincott Williams & Wilkins
REJUVENATION RESEARCH,Rejuvenation Research,https://openalex.org/S171625771,1549-1684|1557-8577,1529,"Mary Ann Liebert, Inc."
RELIABILITY ENGINEERING & SYSTEM SAFETY,Reliability Engineering & System Safety,https://openalex.org/S202403813,0951-8320|1879-0836,8096,Elsevier BV
REMOTE SENSING,Remote Sensing,https://openalex.org/S43295729,2072-4292,27651,Multidisciplinary Digital Publishing Institute
REMOTE SENSING IN ECOLOGY AND CONSERVATION,Remote Sensing in Ecology and Conservation,https://openalex.org/S2737234030,2056-3485,357,Wiley
REMOTE SENSING LETTERS,Remote Sensing Letters,https://openalex.org/S2494614724,2150-704X|2150-7058,1416,Taylor & Francis
REMOTE SENSING OF ENVIRONMENT,Remote Sensing of Environment,https://openalex.org/S141808269,0034-4257|1879-0704,10303,Elsevier BV
RENAL FAILURE,Renal Failure,https://openalex.org/S159051371,0886-022X|1525-6049,4884,Taylor & Francis
RENDICONTI LINCEI-MATEMATICA E APPLICAZIONI,Rendiconti Lincei-matematica E Applicazioni,https://openalex.org/S56298768,,3,
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,Rendiconti Lincei-scienze Fisiche E Naturali,https://openalex.org/S204960202,,2,
RENEWABLE AGRICULTURE AND FOOD SYSTEMS,Renewable Agriculture and Food Systems,https://openalex.org/S124372222,1742-1705|1742-1713,999,Cambridge University Press
RENEWABLE ENERGY,Renewable Energy,https://openalex.org/S815301,0960-1481|1879-0682,21016,Elsevier BV
REPORTS ON MATHEMATICAL LOGIC,Reports on Mathematical Logic,https://openalex.org/S42464861,0137-2904|2084-2589,265,Wydawnictwo Uniwersytetu Jagiellońskiego
REPORTS ON MATHEMATICAL PHYSICS,Reports on Mathematical Physics,https://openalex.org/S157748989,0034-4877|1879-0674,2807,Elsevier BV
REPORTS ON PROGRESS IN PHYSICS,Reports on Progress in Physics,https://openalex.org/S105282323,0034-4885|1361-6633,2442,IOP Publishing
REPRODUCTION,Reproduction,https://openalex.org/S28473761,1470-1626|1741-7899,13684,Bioscientifica
REPRODUCTION FERTILITY AND DEVELOPMENT,Reproduction Fertility and Development,https://openalex.org/S199941106,1031-3613|1448-5990,10090,CSIRO Publishing
REPRODUCTION IN DOMESTIC ANIMALS,Reproduction in Domestic Animals,https://openalex.org/S147868187,0936-6768|1439-0531,6883,Wiley
REPRODUCTIVE BIOLOGY,Reproductive Biology,https://openalex.org/S2493898138,1642-431X|2300-732X,1037,Elsevier BV
REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY,Reproductive Biology and Endocrinology,https://openalex.org/S140121985,1477-7827,2381,BioMed Central
